id,text,len tweet,likes,rt,position
1271473855450710016,"RT @Newsweek: The 'Spider-Man: Miles Morales' PS5 game is not a sequel, but an expansion of 'Spider-Man' https://t.co/y8hU4NUt8E",128,0,7,0
1271434326668972033,"""Spider-Man: Miles Morales"" has been announced for PS5, and it's coming this holiday season
",115,0,0,0
1271180213918064643,"""Spider-Man: Miles Morales"" has been announced for PS5, and it's coming this holiday season
",115,2,1,0
1271155896496934912,RT @PlayStation: See you at 1:00pm Pacific time for a look at the future of gaming on #PS5: https://t.co/ncV6uVhMp9 https://t.co/jvHMS76MBJ,139,0,12329,0
1271115475724861442,"Everything you need to know about today's #PS5 stream
",77,0,0,0
1270813234233176064,"Everything you need to know about Thursday's #PS5 stream
",80,0,0,0
1267158149875871744,"Sony announces #PS5 event for June 4: Here's everything we know so far
",94,0,0,0
