id,text,len tweet,likes,rt,position
1263145624419004416,Depth Of Extinction (@depthextinction) is now available for Digital Pre-order and Pre-download on Xbox One. Save 10… https://t.co/eVn3xseXV3,140,112,21,0
1263145142757670912,Shaolin vs Wutang is now available for Xbox One https://t.co/fxsVP8IIaG,71,429,107,0
1262919034330320896,Concept Destruction from @Thinicegames and @RatalaikaGames is now available for Xbox One. Save 20% - limited time o… https://t.co/2yU7YXVUH5,140,162,27,0
1262869140475273217,"The @ID_Xbox Game Fest Sale is going on now with savings up to 75% off on some great titles, including Firewatch fo… https://t.co/kLjcG7QoIt",140,462,86,0
1262865567288967171,A new perk is now available for @XboxGamePass Ultimate members: claim your World of Warships - German Steel pack fo… https://t.co/RYCoJGcuRX,140,679,112,0
1262803051103965185,Mafia II &amp; Mafia III: Definitive Editions (@mafiagame) are now available for Xbox One; Mafia: Definitive Edition is… https://t.co/9unB4T5P8y,144,488,97,0
1262767575638790144,Congratulations! One of the best games of the current generation is 5 today AND available on @XboxGamePass… https://t.co/q7DuLpb3Pc,131,930,87,0
1262605872213004291,A Fold Apart from @LRGthunder is now available for Xbox One https://t.co/cACcSjnuh9,83,92,14,0
1262600797814050817,Golf With Your Friends (@GolfWYF) is now available for Xbox One and included in @XboxGamePass https://t.co/afHEP0yXdv,117,895,133,0
1262598298067591168,Georifters (@georifters) is now available for Digital Pre-order and Pre-download on Xbox One. Save 20% - limited ti… https://t.co/NmuPN9CARl,140,80,12,0
1262565161182720000,@ChrisCovent @jeffrubenstein @XboxP3 Congrats!,46,63,2,0
1262424741148651522,The LEGO Games Bundle is now available for Xbox One and includes four LEGO games from @TTGames and @wbgames https://t.co/QRA84Mdeb9,131,279,54,0
1261419594918424577,"Here is the latest episode of This Week On Xbox. Wherever you are and whatever you're playing this weekend, have fu… https://t.co/F46JRqTszz",140,243,36,0
1261418871715532800,"Download The LEGO NINJAGO Movie Video Game on Xbox One https://t.co/5C08i4JZpY for free until 21 May, thanks to… https://t.co/3pm6cIg95I",136,516,116,0
1261418626327785474,"Congrats to @Dano1984, @Nimbostratus73, @CasualCasualty, @timshrimp and @H2oDAG – they each won a code for Xbox Gam… https://t.co/xEXGkgdaJ9",140,298,6,0
1261385956709380096,#freecodefridaycontest time. Read this and you could win a code for Xbox Game Pass Ultimate (6 months). Play Halo 2… https://t.co/j1E2iROkBG,140,2123,596,0
1261371192335724545,Your chance to win a code for Xbox Game Pass Ultimate (6 months) happens in one hour with #freecodefridaycontest,112,1242,193,0
1261332740919549952,"REMINDER: If you have Xbox Live Gold or Xbox Game Pass Ultimate, today is the last day to grab Knights of Pen and P… https://t.co/MGWRHewPT1",140,449,72,0
1261326532837961729,PGA TOUR 2K21 (@PGATOUR2K) is now available for Digital Pre-order and Pre-download on Xbox One and has two editions… https://t.co/Q3N5QLFU0y,140,176,24,0
1261326094612881409,EMMA: Lost In Memories from @SandBloomStudio and @JanduSoft is now available for Xbox One https://t.co/nIOhAAkRjm,113,96,17,0
1261151261220466688,Little Misfortune (@misfortunegame) is now available for Digital Pre-order and Pre-download on Xbox One https://t.co/oxssSH1S0F,127,163,20,0
