id,text,len tweet,likes,rt,position
1180215280800272384,"The latest patch for Torchlight 2 introduced more accessible button mapping for Xbox One, PlayStation 4, and Ninten… https://t.co/36tFqhgPqE",140,69,3,0
1177664608498262017,RT @PlayTorchlight: A #Torchlight2 console patch is now going out for #PS4 and #XboxOne addressing many of the issues players have surfaced…,140,0,19,0
1168933895129227266,"RT @PlayTorchlight: ⚔️ #TorchlightII is now available on all consoles! Download now and relive the glory! ⚔️

#PlayStation4 #XboxOne #Ninte…",140,0,75,0
1158773352372350977,"RT @PlayTorchlight: Torchlight is free all month on @Xbox Xbox Live Games with Gold! At 3:30pm PDT, join the Microsoft team for some hack n…",140,0,54,0
1158448091076452352,RT @PlayTorchlight: Torchlight is free in August for @Xbox Live Gold members as a part of Games with Gold! Join the Microsoft team today at…,140,0,11,0
1158440766722707457,RT @RaymondGlomgold: STREAMING TODAY! Watch me play @PlayTorchlight 1 at 1:30pm PST on the Official Xbox Channel? I'll be chatting w/ a dev…,140,0,5,0
1154876130995900416,"RT @wolfenstein: #Wolfenstein: Youngblood is available NOW on PC, PlayStation 4, Xbox One, and Nintendo Switch! https://t.co/D5WQJL41e9",135,0,338,0
1154059385322319872,"RT @bethesda: #Wolfenstein: Youngblood launches July 26, 2019 on PC, PlayStation 4, Xbox One, and Nintendo Switch. Watch the official launc…",140,0,218,0
1087933099747479552,The update for the Xbox One version of @Subnautica is now available! https://t.co/L1s83T8Eyb,92,24,0,0
